,title,price,year,link,brand,type,age
180,girls mongoose bike,50,,https://cnj.craigslist.org/bik/d/burlington-girls-mongoose-bike/7877984561.html,missing,missing,
181,gotrax electric bike,350,,https://cnj.craigslist.org/bik/d/middlesex-gotrax-electric-bike/7893840305.html,missing,electric,
182,road bikes,30,,https://cnj.craigslist.org/bik/d/trenton-road-bikes/7905101684.html,missing,road,
183,bike rack,50,,https://cnj.craigslist.org/bik/d/belmar-bike-rack/7907819869.html,missing,missing,
184,"24"" roadmaster mtn sport girl's bicycle - 10 speeds",100,,https://cnj.craigslist.org/bik/d/belle-mead-24-roadmaster-mtn-sport/7905109749.html,missing,missing,
185,schwinn collegiate sport 26 inch 10-speed bicycle,50,,https://cnj.craigslist.org/bik/d/bound-brook-schwinn-collegiate-sport-26/7906343651.html,schwinn,missing,
186,bicycle for sale,40,,https://cnj.craigslist.org/bik/d/plainfield-bicycle-for-sale/7902905557.html,missing,missing,
187,rev 16 kids' bike,70,,https://cnj.craigslist.org/bik/d/franklin-park-rev-16-kids-bike/7906540704.html,missing,missing,
188,crf150rb 2023,4100,2023.0,https://cnj.craigslist.org/bik/d/woodbridge-crf150rb-2023/7910948726.html,missing,missing,3.0
189,giant ocr two 44cm small frame womens road bike +extras,50,,https://cnj.craigslist.org/bik/d/flemington-giant-ocr-two-44cm-small/7909477438.html,giant,road,
190,raleigh super course,325,,https://cnj.craigslist.org/bik/d/keyport-raleigh-super-course/7879598528.html,raleigh,missing,
191,huffy strata,75,,https://cnj.craigslist.org/bik/d/monroe-township-huffy-strata/7897321680.html,missing,missing,
192,2004 specialized fsr xc pro,350,2004.0,https://cnj.craigslist.org/bik/d/pluckemin-2004-specialized-fsr-xc-pro/7907894038.html,specialized,missing,22.0
193,diamondbake mountain bike,125,,https://cnj.craigslist.org/bik/d/linden-diamondbake-mountain-bike/7910833942.html,missing,mountain,
194,schwinn boundary mountain bike,165,,https://cnj.craigslist.org/bik/d/linden-schwinn-boundary-mountain-bike/7910831734.html,schwinn,mountain,
195,feedback sports omnium over-drive bike trainer,300,,https://cnj.craigslist.org/bik/d/highland-park-feedback-sports-omnium/7902444622.html,missing,missing,
196,"schwinn 700c glenwood hybrid bike, black, 21 speeds",100,,https://cnj.craigslist.org/bik/d/marlboro-schwinn-700c-glenwood-hybrid/7897229082.html,schwinn,hybrid,
197,2024 pinarello grevil f5 - grx 610,2500,2024.0,https://cnj.craigslist.org/bik/d/princeton-2024-pinarello-grevil-f5-grx/7910765405.html,pinarello,missing,2.0
198,trek verve 1 hybrid bike- boys and girls club bike exchange,250,,https://cnj.craigslist.org/bik/d/trenton-trek-verve-hybrid-bike-boys-and/7910762207.html,trek,hybrid,
199,24 inch bicycle - giant mtx200.,40,,https://cnj.craigslist.org/bik/d/edison-24-inch-bicycle-giant-mtx200/7881496744.html,giant,missing,
200,20 inch bicycle,20,,https://cnj.craigslist.org/bik/d/edison-20-inch-bicycle/7881495282.html,missing,missing,
201,2021 rocky mountain instict al 50 xl,2500,2021.0,https://cnj.craigslist.org/bik/d/toms-river-2021-rocky-mountain-instict/7904698223.html,missing,mountain,5.0
202,hercules women’s bicycle,80,,https://cnj.craigslist.org/bik/d/spotswood-hercules-womens-bicycle/7903332966.html,missing,missing,
203,"haro 18"" bmx",85,,https://cnj.craigslist.org/bik/d/lawrence-township-haro-18-bmx/7910500559.html,missing,bmx,
204,stacyc,600,,https://cnj.craigslist.org/bik/d/lawrence-township-stacyc/7910500532.html,missing,missing,
205,schwinn meridian adult trike-boys and girls club bike exchange,175,,https://cnj.craigslist.org/bik/d/trenton-schwinn-meridian-adult-trike/7910384761.html,schwinn,missing,
206,"☆ ☆ ☆ ☆ fuji ""reveal 3.0"" 26"" mountain/down hill bike aluminum ☆",1000,,https://cnj.craigslist.org/bik/d/howell-fuji-reveal-mountain-down-hill/7876953805.html,fuji,missing,
207,"🚲 27.5"" nycbikes mens hybrid mountain/road bike 🚲",149,,https://cnj.craigslist.org/bik/d/howell-275-nycbikes-mens-hybrid/7876191778.html,missing,hybrid,
208,"☆!☆ 700c (28)"" dynacraft ""alex and olivia"" womens road style bike ☆!☆",165,,https://cnj.craigslist.org/bik/d/howell-700c-28-dynacraft-alex-and/7885943588.html,missing,road,
209,"> > > 26"" kent ""seachange"" beach cruiser mens bike < < <",135,,https://cnj.craigslist.org/bik/d/howell-kent-seachange-beach-cruiser/7887849681.html,missing,cruiser,
210,"*'* 26"" kent ""delrio"" womens beach cruiser *'*",165,,https://cnj.craigslist.org/bik/d/howell-26-kent-delrio-womens-beach/7872807154.html,missing,cruiser,
211,"•• 26"" hyper ""havoc"" aluminum mens mountain bike••",139,,https://cnj.craigslist.org/bik/d/howell-26-hyper-havoc-aluminum-mens/7887848361.html,missing,mountain,
212,"☆-☆ 27"" schwinn ""sprint"" vintage womens 10 speed bike ☆-☆",149,,https://cnj.craigslist.org/bik/d/howell-27-schwinn-sprint-vintage-womens/7895043320.html,schwinn,missing,
213,"*.*.* 26"" schwinn ""legacy"" womens beach cruiser *.*.*",179,,https://cnj.craigslist.org/bik/d/howell-26-schwinn-legacy-womens-beach/7872339976.html,schwinn,cruiser,
214,"*** 26"" electra ""cruiser 1"" womens beach cruiser ***",209,,https://cnj.craigslist.org/bik/d/howell-26-electra-cruiser-womens-beach/7875662219.html,missing,cruiser,
215,"🔥-🔥 huffy ""panama jack"" 26"" deluxe womens beach cruiser 🔥-🔥",170,,https://cnj.craigslist.org/bik/d/howell-huffy-panama-jack-26-deluxe/7908384192.html,missing,cruiser,
216,"-🔥 huffy ""cranbrook"" 26"" womens beach cruiser 🔥-",110,,https://cnj.craigslist.org/bik/d/howell-huffy-cranbrook-26-womens-beach/7884067079.html,missing,cruiser,
217,"•* 26"" schwinn ""ranger"" aluminum mountain bike *•",170,,https://cnj.craigslist.org/bik/d/howell-26-schwinn-ranger-aluminum/7884755428.html,schwinn,mountain,
218,"•*• 26"" fuji america ""altair"" police aluminum mountain bike •*•",325,,https://cnj.craigslist.org/bik/d/howell-26-fuji-america-altair-police/7876952508.html,fuji,mountain,
219,"🔵🔵 gt ""aggressor"" 26"" mens mountain style bike/bicycle 🔵 🔵",195,,https://cnj.craigslist.org/bik/d/freehold-gt-aggressor-26-mens-mountain/7873864775.html,gt,mountain,
220,"-*- k2 ""zed 4.4"" 26"" men's aluminum mountain bike -*-",225,,https://cnj.craigslist.org/bik/d/howell-k2-zed-mens-aluminum-mountain/7893634077.html,missing,mountain,
221,"-•* 26"" nishiki ""pueblo"" mens mountain bike *•-",160,,https://cnj.craigslist.org/bik/d/howell-26-nishiki-pueblo-mens-mountain/7887351897.html,missing,mountain,
222,"🔵 26"" roadmaster ""granite peak"" womens/mens mountain style bike 🔵",110,,https://cnj.craigslist.org/bik/d/howell-26-roadmaster-granite-peak/7884065658.html,missing,mountain,
223,"🔵---haro ""vector"" 26"" mens/women mountain style bike/bicycle---🔵",240,,https://cnj.craigslist.org/bik/d/howell-haro-vector-26-mens-women/7907313890.html,missing,mountain,
224,"...🔴 takara""hiro 24"" bmx style adult/boys freestyle bike 🔴...",230,,https://cnj.craigslist.org/bik/d/howell-takarahiro-24-bmx-style-adult/7893632631.html,missing,bmx,
225,"🔵... redline - old school - 20"" bmx style boys bike ...🔵",125,,https://cnj.craigslist.org/bik/d/howell-redline-old-school-20-bmx-style/7872338356.html,missing,bmx,
226,"-*- bca ""crossfire""- 20"" mountain style 6 speed - girls/boys bike -*-",85,,https://cnj.craigslist.org/bik/d/howell-bca-crossfire-20-mountain-style/7902749302.html,missing,mountain,
227,"...🔴 mongoose ""fsg"" - 20"" bmx style boysgirls bike 🔴...",100,,https://cnj.craigslist.org/bik/d/howell-mongoose-fsg-20-bmx-style/7885459748.html,missing,bmx,
228,".o0🔴 trek ""jet"" - 20"" bmx style boys/girls bike 🔴0o.",115,,https://cnj.craigslist.org/bik/d/howell-o0-trek-jet-20-bmx-style-boys/7885458578.html,trek,bmx,
229,"🔴 schwinn ""deelite"" - 20"" bmx style girls bike 🔴",65,,https://cnj.craigslist.org/bik/d/howell-schwinn-deelite-20-bmx-style/7903624294.html,schwinn,bmx,
230,"** 20"" electra ""hot rod "" cruiser boys/girls beach cruiser **",99,,https://cnj.craigslist.org/bik/d/howell-20-electra-hot-rod-cruiser-boys/7885457651.html,missing,cruiser,
231,"0🔴0 huffy ""rock it"" - 20"" bmx style boys bike 0🔴0",65,,https://cnj.craigslist.org/bik/d/howell-00-huffy-rock-it-20-bmx-style/7900569613.html,missing,bmx,
232,"⚪️... xg3 ""contact x-games"" - 18"" bmx style boys bike ...⚪️",50,,https://cnj.craigslist.org/bik/d/howell-xg3-contact-games-18-bmx-style/7876949174.html,missing,bmx,
233,"* * (2) kent ""sparkles"" - 18"" bmx/road style boys/girls bike * *",49,,https://cnj.craigslist.org/bik/d/howell-kent-sparkles-18-bmx-road-style/7872804842.html,missing,missing,
234,"🔴0 dynacraft ""firestorm"" - 18"" bmx style boys bike 0🔴",60,,https://cnj.craigslist.org/bik/d/howell-dynacraft-firestorm-18-bmx-style/7902748482.html,missing,bmx,
235,"_* diamondback ""mini viper"" - 16"" bmx/road style boys/girls bike *_",75,,https://cnj.craigslist.org/bik/d/howell-diamondback-mini-viper-16-bmx/7902748701.html,missing,missing,
236,"*- huffy ""frozen elsa"" - 16"" kids girls bike -*",45,,https://cnj.craigslist.org/bik/d/howell-huffy-frozen-elsa-16-kids-girls/7876187302.html,missing,kids,
237,"* * trek ""precaliber"" - 16"" bmx/road style girls/boys bike * *",99,,https://cnj.craigslist.org/bik/d/howell-trek-precaliber-16-bmx-road/7876186220.html,trek,missing,
238,"*_* huffy ""flashfire"" - 16"" bmx/road style girls bike *_*",49,,https://cnj.craigslist.org/bik/d/howell-huffy-flashfire-16-bmx-road/7876185536.html,missing,missing,
239,"_* revere ryder ""brave"" - 16"" bmx/road style boys/girls bike *_",65,,https://cnj.craigslist.org/bik/d/howell-revere-ryder-brave-16-bmx-road/7872337270.html,missing,missing,
240,"* 16"" diamondback ""mini impressions"" - kids girls bike *",55,,https://cnj.craigslist.org/bik/d/howell-16-diamondback-mini-impressions/7871796976.html,missing,kids,
241,"_ huffy marvel ""spiderman"" - 16"" bmx/road style boys/girls bike _",60,,https://cnj.craigslist.org/bik/d/howell-huffy-marvel-spiderman-16-bmx/7903623596.html,missing,missing,
242,"._. pacific ""paw patrol to the lookout"" - 16"" kids style bike ._.",60,,https://cnj.craigslist.org/bik/d/howell-pacific-paw-patrol-to-the/7885455904.html,missing,kids,
243,"* * 16"" giant ""puddin"" - bmx/road style girls bike * *",55,,https://cnj.craigslist.org/bik/d/howell-16-giant-puddin-bmx-road-style/7870775266.html,giant,missing,
244,"* huffy ""princess"" - 16"" kids girls bike (2 available) *",35,,https://cnj.craigslist.org/bik/d/howell-huffy-princess-16-kids-girls/7872337047.html,missing,kids,
245,"* 14"" huffy ""tinker bell"" kids girls bike *",50,,https://cnj.craigslist.org/bik/d/howell-14-huffy-tinker-bell-kids-girls/7900569116.html,missing,kids,
246,"* * 12"" dynacraft ""pink fong baby shark"" kids girls/boys bike * *",50,,https://cnj.craigslist.org/bik/d/howell-12-dynacraft-pink-fong-baby/7870775007.html,missing,kids,
247,"-- huffy ""rock it"" - 12"" kids boys/girls bike --",35,,https://cnj.craigslist.org/bik/d/howell-huffy-rock-it-12-kids-boys-girls/7871798063.html,missing,kids,
248,"--> mongoose ""expo"" kick scooter (3 available) <--",65,,https://cnj.craigslist.org/bik/d/howell-mongoose-expo-kick-scooter/7873862403.html,missing,missing,
249,"-* 12"" schwinn ""valve"" kids boys/girls bike *-",50,,https://cnj.craigslist.org/bik/d/howell-12-schwinn-valve-kids-boys-girls/7908380918.html,schwinn,kids,
250,* mad gear - urban glide - scooter -,70,,https://cnj.craigslist.org/bik/d/howell-mad-gear-urban-glide-scooter/7874580598.html,missing,missing,
251,specialized tarmac comp carbon road bike (large - 56cm),500,,https://cnj.craigslist.org/bik/d/marlboro-specialized-tarmac-comp-carbon/7886422191.html,specialized,road,
252,"harmi beach cruiser bike 7 speed bicycles 26"" - like new",170,,https://cnj.craigslist.org/bik/d/princeton-junction-harmi-beach-cruiser/7910248785.html,missing,cruiser,
253,wanted 90s mountain bikes and parts,0,,https://cnj.craigslist.org/bik/d/princeton-wanted-90s-mountain-bikes-and/7898721083.html,missing,mountain,
254,1979 mongoose minigoose,250,1979.0,https://cnj.craigslist.org/bik/d/hightstown-1979-mongoose-minigoose/7902135572.html,missing,missing,47.0
255,wtb: drop-bar road or gravel bike 52–54 cm,1,,https://cnj.craigslist.org/bik/d/keyport-wtb-drop-bar-road-or-gravel/7904365836.html,missing,road,
256,super73-rx hotwheels x ebike 24 in world,4200,,https://cnj.craigslist.org/bik/d/cream-ridge-super73-rx-hotwheels-ebike/7881457669.html,missing,missing,
257,"trek conduit e-bike $1,000 obo",250,,https://cnj.craigslist.org/bik/d/lambertville-trek-conduit-bike-1000-obo/7905494208.html,trek,missing,
258,gazelle c380 e-bike medium size $2300obo,2000,,https://cnj.craigslist.org/bik/d/lambertville-gazelle-c380-bike-medium/7905495446.html,missing,missing,
259,small child red bike,28,,https://cnj.craigslist.org/bik/d/old-bridge-small-child-red-bike/7894530142.html,missing,missing,
260,little mermaid girl bike,55,,https://cnj.craigslist.org/bik/d/east-brunswick-little-mermaid-girl-bike/7894530504.html,missing,missing,
261,silver boy girl bike small,29,,https://cnj.craigslist.org/bik/d/old-bridge-silver-boy-girl-bike-small/7894529847.html,missing,missing,
262,"^_^ ""angry birds"" - 16"" bmx/road style boys/girls bike ^_^",45,,https://cnj.craigslist.org/bik/d/howell-angry-birds-16-bmx-road-style/7905272445.html,missing,missing,
263,miyata road bike,200,,https://cnj.craigslist.org/bik/d/dunellen-miyata-road-bike/7908244646.html,missing,road,
264,panasonic,1000,,https://cnj.craigslist.org/bik/d/freehold-panasonic/7901096698.html,missing,missing,
265,panasonic ten speed,500,,https://cnj.craigslist.org/bik/d/freehold-panasonic-ten-speed/7905273317.html,missing,missing,
266,vintage ten speed,800,,https://cnj.craigslist.org/bik/d/freehold-vintage-ten-speed/7904751264.html,missing,missing,
267,vintage ten speed,450,,https://cnj.craigslist.org/bik/d/freehold-vintage-ten-speed/7904898750.html,missing,missing,
268,new bikes for sale electric,900,,https://cnj.craigslist.org/bik/d/woodbridge-new-bikes-for-sale-electric/7878250140.html,missing,electric,
269,trek dual sport,150,,https://cnj.craigslist.org/bik/d/high-bridge-trek-dual-sport/7906205995.html,trek,missing,
270,cannondale cadd 4 - dura ace,550,,https://cnj.craigslist.org/bik/d/morganville-cannondale-cadd-dura-ace/7872805379.html,cannondale,missing,
271,serotta mint condition,675,,https://cnj.craigslist.org/bik/d/morganville-serotta-mint-condition/7872177233.html,missing,missing,
272,schwinn super sport,475,,https://cnj.craigslist.org/bik/d/morganville-schwinn-super-sport/7900002349.html,schwinn,missing,
273,1988 cannondale black lighting,600,1988.0,https://cnj.craigslist.org/bik/d/morganville-1988-cannondale-black/7900002268.html,cannondale,missing,38.0
274,"☆--☆ cannondale ""cujo 3"" 27.5"" caad mountain/down hill bike aluminum☆☆",825,,https://cnj.craigslist.org/bik/d/freehold-cannondale-cujo-caad-mountain/7878960089.html,cannondale,missing,
275,"*🔵*🔵* klein ""adept comp"" 26"" mens mountain style bike/bicycle *🔵*🔵",875,,https://cnj.craigslist.org/bik/d/howell-klein-adept-comp-26-mens/7876695567.html,missing,mountain,
276,"*🔵* giant ""atx"" 27.5"" mens mountain style bike/bicycle *🔵*",445,,https://cnj.craigslist.org/bik/d/freehold-giant-atx-275-mens-mountain/7878959935.html,giant,mountain,
277,"☆!!!☆ 700c (28)"" bianchi ""cortina"" mens road style bike ☆!!!☆",359,,https://cnj.craigslist.org/bik/d/freehold-700c-28-bianchi-cortina-mens/7876695305.html,bianchi,road,
278,"mongoose ""crossway 250"" hybrid womens/mens mountain style bike",120,,https://cnj.craigslist.org/bik/d/howell-mongoose-crossway-250-hybrid/7876694448.html,missing,hybrid,
279,"☆-☆ 27"" schwinn ""sprint"" vintage womens 10 speed bike ☆-☆",149,,https://cnj.craigslist.org/bik/d/howell-27-schwinn-sprint-vintage-womens/7878959656.html,schwinn,missing,
280,"▀ 26"" shogun ""stone harbor"" mens beach cruiser ▀",129,,https://cnj.craigslist.org/bik/d/howell-26-shogun-stone-harbor-mens/7877460978.html,missing,cruiser,
281,"*'* 26"" kent ""del rio"" womens beach cruiser *'*",165,,https://cnj.craigslist.org/bik/d/howell-26-kent-del-rio-womens-beach/7873334693.html,missing,cruiser,
282,"▀▄▀ 26"" sun ""revolutions"" womens/mens beach cruiser: 26"" balloon ▀▄",189,,https://cnj.craigslist.org/bik/d/howell-26-sun-revolutions-womens-mens/7878959341.html,missing,missing,
283,"*..* 26"" schwinn ""landmark"" womens beach cruiser *..*",189,,https://cnj.craigslist.org/bik/d/howell-26-schwinn-landmark-womens-beach/7877460709.html,schwinn,cruiser,
284,"*.* 26"" next ""avalon"" womens (7 speed) beach style cruiser *.*",109,,https://cnj.craigslist.org/bik/d/howell-26-next-avalon-womens-speed/7876693329.html,missing,cruiser,
285,".* 26"" schwinn ""signature s-1"" womens beach cruiser *.",129,,https://cnj.craigslist.org/bik/d/howell-26-schwinn-signature-1-womens/7877459207.html,schwinn,cruiser,
286,"* * schwinn 26"" ""del mar"" womens/girls beach style cruiser * *",85,,https://cnj.craigslist.org/bik/d/freehold-schwinn-26-del-mar-womens/7878958835.html,schwinn,cruiser,
287,"-•* 26"" nishiki ""pueblo"" mens mountain bike *•-",160,,https://cnj.craigslist.org/bik/d/howell-26-nishiki-pueblo-mens-mountain/7887591015.html,missing,mountain,
288,"-🔥 huffy ""cranbrook"" 26"" womens beach cruiser 🔥-",110,,https://cnj.craigslist.org/bik/d/howell-huffy-cranbrook-26-womens-beach/7884313164.html,missing,cruiser,
289,"🔥 huffy ""cranbrook"" 26"" womens beach cruiser 🔥",110,,https://cnj.craigslist.org/bik/d/howell-huffy-cranbrook-26-womens-beach/7884314080.html,missing,cruiser,
290,"🔵 26"" roadmaster ""granite peak"" womens/mens mountain style bike 🔵",110,,https://cnj.craigslist.org/bik/d/howell-26-roadmaster-granite-peak/7884310640.html,missing,mountain,
291,"•* 26"" schwinn ""ranger"" aluminum mountain bike *•",170,,https://cnj.craigslist.org/bik/d/howell-26-schwinn-ranger-aluminum/7884312040.html,schwinn,mountain,
292,"*mongoose ""beast"" fat tire bike 26 x 4"" mens/boys mountain style bike",149,,https://cnj.craigslist.org/bik/d/howell-mongoose-beast-fat-tire-bike-26/7878958212.html,missing,fat,
293,"🔵---haro ""vector"" 26"" mens/women mountain style bike/bicycle---🔵",240,,https://cnj.craigslist.org/bik/d/howell-haro-vector-26-mens-women/7906015092.html,missing,mountain,
294,"- - - huffy ""nighthawk"" 26"" mens/boys mountain style bike - - -",139,,https://cnj.craigslist.org/bik/d/howell-huffy-nighthawk-26-mens-boys/7878957967.html,missing,mountain,
295,"•• 26"" hyper ""havoc"" aluminum mens mountain bike••",139,,https://cnj.craigslist.org/bik/d/howell-26-hyper-havoc-aluminum-mens/7887121873.html,missing,mountain,
296,"🔵 26"" roadmaster ""mt sport sx"" womens/mens mountain style bike 🔵",95,,https://cnj.craigslist.org/bik/d/howell-26-roadmaster-mt-sport-sx-womens/7877458542.html,missing,mountain,
297,"*** huffy 24"" ""cranbrook"" womens/girls/boys beach style cruiser ***",85,,https://cnj.craigslist.org/bik/d/howell-huffy-24-cranbrook-womens-girls/7876691709.html,missing,cruiser,
298,"*** 24"" sun ""revolutions"" mens/womens beach cruiser ***",149,,https://cnj.craigslist.org/bik/d/howell-24-sun-revolutions-mens-womens/7878957613.html,missing,cruiser,
299,"...🔴 takara""hiro 24"" bmx style adult/boys freestyle bike 🔴...",230,,https://cnj.craigslist.org/bik/d/howell-takarahiro-24-bmx-style-adult/7893123217.html,missing,bmx,
300,"* huffy 20"" ""summerland"" girls beach style cruiser *",75,,https://cnj.craigslist.org/bik/d/howell-huffy-20-summerland-girls-beach/7877457618.html,missing,cruiser,
301,"** 20"" electra ""hot rod "" cruiser boys/girls beach cruiser **",99,,https://cnj.craigslist.org/bik/d/howell-20-electra-hot-rod-cruiser-boys/7886188941.html,missing,cruiser,
302,"...🔴 mongoose ""fsg"" - 20"" bmx style boysgirls bike 🔴...",100,,https://cnj.craigslist.org/bik/d/howell-mongoose-fsg-20-bmx-style/7886190209.html,missing,bmx,
303,"🔴🔴... gt ""performer"" - 20"" bmx style boys bike ... 🔴🔴",179,,https://cnj.craigslist.org/bik/d/howell-gt-performer-20-bmx-style-boys/7876690845.html,gt,bmx,
304,"0🔴0 huffy ""rock it"" - 20"" bmx style boys bike 0🔴0",65,,https://cnj.craigslist.org/bik/d/howell-00-huffy-rock-it-20-bmx-style/7896002876.html,missing,bmx,
305,"-.🔴.- next ""wipeout"" - 20"" bmx style boys bike -.🔴.-",65,,https://cnj.craigslist.org/bik/d/howell-next-wipeout-20-bmx-style-boys/7896002730.html,missing,bmx,
306,"* * (2) kent ""sparkles"" - 18"" bmx/road style boys/girls bike * *",49,,https://cnj.craigslist.org/bik/d/howell-kent-sparkles-18-bmx-road-style/7876690265.html,missing,missing,
